"Year","State","District","Village","pH","EC","P","K","Ca","Mg","S","Zn","B","Fe","Cu","Mn","C","Lon","Lat","soil_type"
2015,"Andhra Pradesh","Vizianagaram","Challam Valasa",7.05,0.14,4.21,63,1430,175,20.89,0.55,0.39,51.68,2.52,47.42,0.56,83.3146999998,18.7467000002,"Black"
2015,"Andhra Pradesh","Vizianagaram","Challam Valasa",6.13,0.05,2.13,139,1337,221,2.72,0.39,0.39,32.06,2.36,59.91,0.46,83.3031,18.7469000004,"Red"
2015,"Andhra Pradesh","Vizianagaram","Challam Valasa",5.1,0.05,8.56,53,702,114,2.57,1.34,0.29,194.59,3.95,40.53,0.61,83.3050000003,18.7475000002,"Sandy"
2016,"Andhra Pradesh","Srikakulam","Metturu",5.49,0.065,31.521,52.139,139.953,24.341,1.26,0.88,0.169,17.62,0.28,4,0.109,84.4877777775,18.7475000002,""
2015,"Andhra Pradesh","Vizianagaram","Challam Valasa",6.7,0.12,5.38,124,1788,210,11.96,0.39,0.3,33.92,2.67,43.1,0.47,83.3133,18.7477999997,"Black"
2016,"Andhra Pradesh","Srikakulam","Batupuram",4.24,0.125,14.868,32.864,49.881,18.924,5.001,0.62,0.158,12.98,0.34,12.84,0.14,84.4924999998,18.7486111108,""
2015,"Andhra Pradesh","Vizianagaram","Challam Valasa",8.46,0.24,2.41,134,1340,300,22.99,0.26,0.25,13.79,1.39,6.48,0.19,83.3142000001,18.7493999997,"Black"
2015,"Andhra Pradesh","Vizianagaram","Challam Valasa",7.05,0.15,5.61,114,1677,247,13.59,0.62,0.4,60.7,3.58,48.27,0.67,83.3175000003,18.7493999997,"Black"
2015,"Andhra Pradesh","Vizianagaram","G chekka",4.97,0.05,10.25,55,326,71,3.84,0.62,0.3,121.15,2.86,21.59,0.45,83.2716999999,18.7497000001,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","Challam Valasa",7.18,0.09,4.66,84,1531,207,7.6,0.49,0.32,34.48,2.13,38.47,0.55,83.3047,18.7500000004,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","Challam Valasa",4.9,0.18,6.81,89,576,97,3.48,1.05,0.32,116.65,4.16,44.14,0.41,83.3155999999,18.7502999998,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","Challam Valasa",6.86,0.3,25.21,433,1899,297,28.37,1.44,0.7,84.45,4.05,47.29,0.89,83.3167000003,18.7510999999,"Black"
2015,"Andhra Pradesh","Vizianagaram","D.Mulaga",6.85,0.18,5.62,124,1774,305,10.43,0.49,0.45,52.88,3.67,39.4,0.63,83.3314000001,18.7514000002,"L am"
2015,"Andhra Pradesh","Vizianagaram","G chekka",5.51,0.24,5.33,32,648,99,28.26,5.4,0.85,183.64,7.29,103.82,1.3,83.2769000004,18.7514000002,"Black"
2016,"Andhra Pradesh","Srikakulam","Batupuram",4.36,0.043,11.989,29.171,50.238,15.294,2.371,0.38,0.116,16.42,0.42,3.62,0.102,84.4774999996,18.7516666663,""
2015,"Andhra Pradesh","Vizianagaram","Challam Valasa",6.15,0.15,4.51,114,799,120,21.11,0.47,0.31,61.89,2.58,17.93,0.65,83.3072000002,18.7516999997,"Black"
2015,"Andhra Pradesh","Vizianagaram","Challam Valasa",6.4,0.09,16.31,59,1430,72,15.02,0.71,0.53,71.85,1.74,42.4,0.22,83.3052999998,18.7518999999,"Black"
2015,"Andhra Pradesh","Vizianagaram","Challam Valasa",6.62,0.13,8.11,458,1867,304,7.35,0.77,0.67,42.25,3.24,48.86,0.73,83.3177999998,18.7522000002,"Black"
2015,"Andhra Pradesh","Vizianagaram","D.Mulaga",6.83,0.25,4.39,90,2321,436,19.41,0.59,0.5,60.21,4.67,21.32,0.84,83.3332999996,18.7522000002,"L am"
2015,"Andhra Pradesh","Vizianagaram","Challam Valasa",5.38,0.13,4.15,50,832,238,5.58,0.53,0.51,90.21,3.57,63.51,0.67,83.3042000003,18.7524999997,"Black"
2015,"Andhra Pradesh","Vizianagaram","D.Mulaga",6.35,0.14,16.22,78,1192,294,12.24,0.54,0.31,48.9,2.25,51.54,0.51,83.3216999998,18.7524999997,"Black"
2016,"Andhra Pradesh","Srikakulam","Batupuram",4.84,0.038,7.901,32.63,70.869,23.991,2.086,0.56,0.153,13.96,0.26,2.98,0.139,84.4744444442,18.7530555559,""
2015,"Andhra Pradesh","Vizianagaram","G chekka",5.05,0.06,15.35,44,266,67,3.67,0.74,0.31,156.27,2.4,40.1,0.3,83.2707999997,18.7531000004,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","Challam Valasa",5.76,0.03,1.62,119,697,142,1.9,0.41,0.3,18.62,0.93,37.26,0.49,83.3011000004,18.7532999997,"Red"
2015,"Andhra Pradesh","Vizianagaram","G chekka",5,0.04,5.24,61,333,49,2.8,1.25,0.33,167.27,4.2,10.1,0.52,83.2742,18.7532999997,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","Challam Valasa",5.7,0.16,5.64,124,1439,157,14.38,1.12,0.52,100.15,3.41,77.48,0.69,83.3025000002,18.7539000004,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","G chekka",6.8,0.19,7.4,184,3268,677,19.77,1.57,0.63,58.73,3.95,85.56,0.52,83.2719000001,18.7539000004,"Black"
2015,"Andhra Pradesh","Vizianagaram","D.Mulaga",6.66,0.14,9.4,143,1479,273,10.22,0.94,0.5,84.18,4.41,31.46,0.69,83.3293999996,18.7541999998,"Black"
2015,"Andhra Pradesh","Vizianagaram","Challam Valasa",5.15,0.04,3.5,47,430,49,3.28,0.56,0.25,82.9,2.35,23.72,0.5,83.3,18.7544000001,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","D.Mulaga",6.61,0.14,5.48,101,1725,292,11.56,0.67,0.41,62.13,3.96,41.25,0.62,83.3232999998,18.7544000001,"Sandy L am"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",4.92,0.04,1.7,70,77,13,1.59,0.41,0.38,12.63,0.57,38.6,0.22,83.2878000004,18.7544000001,"Red"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",5.32,0.08,2.92,25,606,84,11.45,0.68,0.53,96.46,2.65,32.08,0.47,83.2886000004,18.7544000001,"Black"
2015,"Andhra Pradesh","Vizianagaram","G chekka",5.2,0.04,4.98,57,659,91,2.78,1.19,0.38,174.01,4.75,26.2,0.7,83.2763999999,18.7544000001,"Black"
2016,"Andhra Pradesh","Srikakulam","Metturu",5.34,0.035,9.473,40.835,75.47,22.125,2.389,0.94,0.106,7.64,0.4,10.66,0.066,84.4947222219,18.7544444446,""
2016,"Andhra Pradesh","Srikakulam","Bantuk tturu",6.57,0.362,6.2,19.319,434.354,164.284,81.691,1,0.496,1.3,29.32,14.9,0.336,84.3699749999,18.7545079996,""
2016,"Andhra Pradesh","Srikakulam","S gidia",5.47,0.054,13.4,19.85,181.408,52.121,3.021,0.5,0.182,0.96,74.62,4.54,0.216,84.3893149997,18.7545519999,""
2016,"Andhra Pradesh","Srikakulam","Marripadu K",6.14,0.078,2.8,32.752,409.424,75.801,3.807,0.44,0.179,0.76,41.14,23.34,0.358,84.3456739999,18.7546380002,""
2015,"Andhra Pradesh","Vizianagaram","Challam Valasa",5.91,0.11,7.77,111,1677,286,18.45,0.8,0.61,115.05,4.9,37.28,0.64,83.3168999996,18.7547000004,"Black"
2015,"Andhra Pradesh","Vizianagaram","D.Mulaga",6.17,0.1,5.61,65,1374,270,4.14,0.38,0.33,81.9,2.69,21.11,0.47,83.3331000003,18.7547000004,"Black"
2015,"Andhra Pradesh","Vizianagaram","Challam Valasa",4.85,0.03,4.51,36,74,20,1.61,0.22,0.13,26.18,0.56,27.57,0.11,83.3097000004,18.7549999999,"Sandy"
2016,"Andhra Pradesh","Srikakulam","S gidia",5.48,0.152,13.6,71.706,386.683,84.601,10.687,1.34,0.274,1.64,88.5,27.58,0.264,84.3889150001,18.7555750003,""
2015,"Andhra Pradesh","Vizianagaram","D.Mulaga",5.3,0.12,5.5,109,631,127,5.5,0.39,0.28,81.44,3.08,11.11,0.38,83.3255999997,18.7555999996,"Sandy L am"
2015,"Andhra Pradesh","Vizianagaram","G chekka",5.44,0.12,41.66,119,292,38,13.52,2.15,0.23,231.76,3.04,10.62,0.46,83.2736000002,18.7557999999,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","G chekka",5.61,0.1,5.69,126,1404,369,8.84,2.33,0.52,123.5,6.76,163.03,1.03,83.2691999997,18.7557999999,"Black"
2016,"Andhra Pradesh","Srikakulam","Palasa",5.93,0.084,5.6,41.539,297.642,70.241,8.747,0.86,0.236,1.02,30.8,21.96,0.235,84.4091230003,18.7559430002,""
2016,"Andhra Pradesh","Srikakulam","Palasa",6.95,0.236,64.6,230.292,1356.182,142.894,27.851,3.02,0.403,2.18,141.36,21.54,0.313,84.4097870004,18.7560129998,""
2015,"Andhra Pradesh","Vizianagaram","Challam Valasa",5.62,0.09,6.49,87,1066,135,13.03,0.41,0.38,110.16,3.16,16.98,0.7,83.3047,18.7561000002,"Black"
2016,"Andhra Pradesh","Vizianagaram","Buduruwada",6.07,0.053,1.838,202.85,923.8,192.8,3.172,0.36,0.21,15.26,0.72,50.66,0.277,83.2690222226,18.7561833332,"?·Red dandy"
2015,"Andhra Pradesh","Srikakulam","Puliputti",5.95,0.09,3.18,67,1658,285,12.2,1.2,0.82,147.32,5.9,62.42,0.81,83.8513000004,18.7562000003,"Red Soil"
2015,"Andhra Pradesh","Vizianagaram","G chekka",5.32,0.08,13.01,127,493,89,5.47,0.63,0.29,91.42,1.57,57.13,0.41,83.2703,18.7563999997,"Sandy"
2016,"Andhra Pradesh","Srikakulam","Marripadu K",6.12,0.21,5,92.901,2110.327,427.125,13.744,0.88,0.551,2.44,38.32,112.16,0.664,84.3454539996,18.7564540004,""
2015,"Andhra Pradesh","Vizianagaram","Challam Valasa",5.32,0.04,4.77,106,787,304,1.35,0.62,0.24,76.25,2.34,65.8,0.44,83.3019000004,18.7567,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","D.Mulaga",6.8,0.15,6.72,97,2606,606,10.91,1.3,0.64,64.88,4.43,37.99,0.79,83.3228000001,18.7567,"Black"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",5.37,0.02,1.57,67,84,30,2.11,0.26,0.41,16.41,0.35,23.03,0.22,83.2888999998,18.7567,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","G chekka",5.46,0.08,3.17,51,645,91,10.04,0.84,0.5,158.71,4.75,28.14,0.55,83.2775000002,18.7567,"Sandy L am"
2015,"Andhra Pradesh","Vizianagaram","D.Mulaga",6.5,0.22,30.47,267,836,143,15.59,1.28,0.51,128.36,3.17,38.62,0.58,83.3277999996,18.7569000002,"Sandy L am"
2015,"Andhra Pradesh","Vizianagaram","D.Mulaga",7.35,0.23,6.11,75,1374,129,21.87,0.68,0.37,32.83,2.17,15.13,0.53,83.3314000001,18.7571999997,"Sandy L am"
2015,"Andhra Pradesh","Srikakulam","Puliputti",4.9,0.07,3.48,78,500,117,2.99,0.64,0.19,44.28,0.9,53.7,0.22,83.8527000002,18.7571999997,"Red Soil"
2016,"Andhra Pradesh","Srikakulam","Gaduru",5.4,0.043,40.556,58.696,148.273,30.646,2.174,0.5,0.094,14.84,0.44,2.44,0.078,84.4936111113,18.7572222219,""
2015,"Andhra Pradesh","Vizianagaram","G chekka",7.85,0.34,8.3,144,4246,867,24.58,0.84,0.93,69.04,5.06,27.34,0.72,83.2692999998,18.7573999999,"Black"
2016,"Andhra Pradesh","Vizianagaram","Buduruwada",5.55,0.03,12.845,158.5,643.6,117.3,1.086,0.42,0.118,28.5,0.9,17.68,0.202,83.2645083337,18.757411111,"?·Red sandy"
2016,"Andhra Pradesh","Srikakulam","Metturu",5.13,0.085,7.104,48.101,115.708,30.416,2.454,2.16,0.23,8.76,0.54,8.02,0.119,84.4891666671,18.7575,""
2016,"Andhra Pradesh","Vizianagaram","Buduruwada",6.02,0.02,0.99,152.25,1618.45,408.25,0.358,0.2,0.098,9.92,0.48,29.26,0.114,83.2596222226,18.757672222,"?·Red sandy"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",5.23,0.02,1.73,76,408,116,1.14,0.35,0.3,16.99,0.59,21.75,0.31,83.2855999996,18.7578000004,"Red"
2015,"Andhra Pradesh","Vizianagaram","G chekka",5.24,0.05,5.93,72,647,157,3.66,1.36,0.42,178,4.98,104.8,0.67,83.2656,18.7578000004,"Black"
2015,"Andhra Pradesh","Vizianagaram","Mulaga",6.32,0.11,14.07,120,1956,478,9,0.83,0.42,91.48,3.88,29.36,0.71,83.3219,18.7578000004,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","G chekka",5.9,0.06,17.14,138,573,106,4.28,1.39,0.28,131.43,3.03,74.13,0.43,83.2730999997,18.7580999998,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","Mulaga",5.65,0.09,4.37,53,556,127,5.67,0.33,0.28,64.24,1.73,7.1,0.29,83.3181000001,18.7580999998,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","G chekka",5.52,0.02,4.56,44,250,49,0.94,0.74,0.24,100.32,2.81,19,0.38,83.2761000004,18.7583,"Sandy"
2016,"Andhra Pradesh","Srikakulam","Gaduru",5.65,0.033,38.752,59.694,153.781,30.713,1.59,0.68,0.124,12.58,0.42,3.42,0.128,84.495,18.7583333334,""
2015,"Andhra Pradesh","Vizianagaram","Mulaga",4.88,0.07,3.45,47,329,74,1.83,0.38,0.29,74.85,2,6.22,0.37,83.3202999999,18.7586000004,"Sandy"
2016,"Andhra Pradesh","Srikakulam","Metturu",6.32,0.075,24.743,65.097,295.603,71.116,2.465,1.64,0.155,5.52,0.3,2.72,0.187,84.4941666666,18.7586111115,""
2015,"Andhra Pradesh","Vizianagaram","Kavitibadra",6.46,0.35,4.87,49,1486,249,11.23,0.34,0.41,34.6,2.67,25.67,0.56,83.3512000004,18.7587999997,"Sandyl am"
2015,"Andhra Pradesh","Vizianagaram","D.Mulaga",5.1,0.08,7.43,47,1059,187,10.14,1.3,0.3,128.98,3.3,31.15,0.46,83.3283000001,18.7588999998,"Sandy L am"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",5.71,0.05,1.85,135,302,82,2.37,0.52,0.5,24.49,0.71,41.42,0.38,83.2857999999,18.7588999998,"Red"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",5.75,0.11,4.42,148,527,114,7.72,0.98,0.77,36.85,1.08,41.58,0.46,83.2849999999,18.7592000002,"Red"
2015,"Andhra Pradesh","Vizianagaram","D.Mulaga",5.22,0.13,5.37,58,1010,151,2.96,0.47,0.27,63.37,2.68,42.47,0.34,83.3263999998,18.7594000004,"Sandy L am"
2015,"Andhra Pradesh","Vizianagaram","G chekka",5.65,0.03,5.12,49,724,163,2.29,1.06,0.24,56.65,2.61,81.29,0.29,83.2732999999,18.7594000004,"Black"
2015,"Andhra Pradesh","Vizianagaram","Mulaga",5.3,0.12,13.49,70,879,235,9.25,0.91,0.68,172.65,3.04,19.98,0.64,83.3211,18.7594000004,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",5.25,0.2,8.04,112,1026,184,8.21,1.3,0.62,147,5.62,51.44,0.84,83.2988999996,18.7596999999,"Sandyl am"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",6.11,0.22,14.77,385,727,123,13.73,2.35,0.87,44.9,1.28,58.04,0.81,83.2847000004,18.7600000002,"Red"
2015,"Andhra Pradesh","Srikakulam","Puliputti",6.75,0.14,3.54,104,1434,252,8.13,0.82,0.53,32.12,2.14,44.64,0.36,83.8494,18.7602000004,"Red Soil"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",5.09,0.06,1.85,86,246,50,2.07,0.49,0.28,14.52,0.86,42.3,0.14,83.2902999996,18.7602999996,"Red"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",5.15,0.07,4.03,105,871,229,3.34,0.89,0.62,122.46,3.27,68.62,0.58,83.2853000002,18.7602999996,"Black"
2015,"Andhra Pradesh","Vizianagaram","Kavitibadra",6.17,0.16,6.35,55,1528,273,6.41,0.36,0.36,43.94,2.67,30.05,0.49,83.3485,18.7602999996,"Sandy L am"
2015,"Andhra Pradesh","Vizianagaram","Mulaga",6.04,0.09,6.68,63,896,168,4.88,0.49,0.38,94.18,3,35.91,0.52,83.3193999998,18.7602999996,"Sandy L am"
2015,"Andhra Pradesh","Srikakulam","Puliputti",5.61,0.9,2.84,195,727,243,6.9,0.78,0.44,32.14,1.32,34.08,0.34,83.8476999999,18.7602999996,"Red Soil"
2015,"Andhra Pradesh","Srikakulam","Puliputti",8.4,0.64,14.86,1536,1245,134,53.64,0.96,0.86,15.5,1.48,22.7,0.37,83.8536999996,18.7602999996,"Red Soil"
2015,"Andhra Pradesh","Vizianagaram","Kavitibadra",4.81,0.06,2.64,21,357,62,0.24,0.27,0.54,63.36,1.53,16.26,0.16,83.3463000001,18.7607000001,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","D.Mulaga",5.51,0.05,3.2,73,1344,269,1.15,0.33,0.28,55.98,1.89,31.02,0.34,83.3302999997,18.7608000002,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",5.63,0.07,5.09,113,834,175,20.81,0.63,0.95,66.77,3.07,44.07,0.65,83.3,18.7608000002,"Sandy L am"
2015,"Andhra Pradesh","Vizianagaram","G chekka",5.5,0.04,4.55,80,210,59,1.71,0.76,0.27,25.82,0.77,17.94,0.22,83.275,18.7608000002,"Red"
2015,"Andhra Pradesh","Vizianagaram","Mulaga",6.82,0.07,2.05,56,1139,126,5.86,0.12,0.19,9.13,0.76,3.15,0.19,83.3246999996,18.7608000002,"Sandy L am"
2015,"Andhra Pradesh","Vizianagaram","G chekka",5,0.04,2.47,77,265,66,2.16,0.48,0.2,29.94,0.94,54.63,0.24,83.2621999997,18.7610999997,"Red Sandy"
2016,"Andhra Pradesh","Srikakulam","Garudabhadra",5.29,0.029,4.316,37.723,83.317,31.513,1.311,0.26,0.12,10.6,0.2,4.02,0.129,84.4619444442,18.7611111108,""
2016,"Andhra Pradesh","Srikakulam","Garudabhadra",7.32,0.055,7.244,39.91,239.654,116.257,1.805,0.58,0.328,13.28,0.54,2.64,0.262,84.4600000002,18.7613888889,""
2015,"Andhra Pradesh","Vizianagaram","Mulaga",5.76,0.19,3.53,97,1493,288,6.49,0.51,0.58,87.46,2.97,19.81,0.63,83.3167000003,18.7614,"Sandy"
2015,"Andhra Pradesh","Srikakulam","Puliputti",5.65,0.08,1.78,175,1106,277,3.21,1.32,0.7,64.1,4.48,60.86,0.4,83.8459999997,18.7615000001,"Red Soil"
2015,"Andhra Pradesh","Vizianagaram","Kavitibadra",6.92,0.54,3.76,41,1718,286,17.23,0.28,0.63,42.31,2.78,17.74,0.6,83.3528000004,18.7616000002,"Sandyl am"
2016,"Andhra Pradesh","Srikakulam","Garudabhadra",4.65,0.036,4.401,41.334,52.124,19.469,1.93,0.42,0.128,11.1,0.18,9.14,0.137,84.475055556,18.761666667,""
2015,"Andhra Pradesh","Vizianagaram","Challam Valasa",5.32,0.09,5.73,128,912,152,12.35,0.64,0.55,108.65,4.39,26.45,0.74,83.2982999998,18.7617000004,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",5.4,0.06,3.78,69,948,180,5.67,0.58,0.33,114.58,4.52,30.22,0.6,83.3033000002,18.7617000004,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","Mulaga",5.3,0.08,3.5,92,1153,196,2.34,0.47,0.33,37.36,1.58,34.45,0.34,83.3178999999,18.7617000004,"Red"
2015,"Andhra Pradesh","Vizianagaram","G chekka",7.86,0.32,6.9,125,3587,619,35.21,0.68,0.68,52.88,4.24,26,0.65,83.2888999998,18.7617999996,"Black"
2015,"Andhra Pradesh","Srikakulam","Puliputti",7.9,0.17,3.26,107,3529,786,6.29,0.74,0.72,32.7,2.94,35.28,0.71,83.8552000004,18.7617999996,"Red Soil"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",6.05,0.05,3.15,77,804,213,3.46,0.4,0.27,38.13,3.09,10.84,0.54,83.2836,18.7618999997,"Black"
2015,"Andhra Pradesh","Vizianagaram","Kavitibadra",4.92,0.07,4.23,12,398,78,0.65,0.36,1.13,89.95,2.22,7.95,0.34,83.3460999999,18.7618999997,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","Mulaga",5.36,0.15,5.41,55,1113,212,5.94,0.46,0.42,101.23,3.19,24.06,0.41,83.3269000003,18.7618999997,"Sandy L am"
2015,"Andhra Pradesh","Vizianagaram","Mulaga",6.82,0.1,4.55,86,1601,376,6.12,0.61,0.32,69.82,2.95,34.65,0.65,83.3191999996,18.7618999997,"L am"
2015,"Andhra Pradesh","Vizianagaram","Mulaga",5.6,0.06,5.92,51,435,101,3.23,0.52,0.2,96.01,2.35,7.4,0.38,83.3216999998,18.7622,"Sandy L am"
2016,"Andhra Pradesh","Srikakulam","Jarribadra",6.74,0.306,15.6,206.439,1293.439,221.84,0,0.76,0,1.84,43.14,33.18,0.268,84.3701449997,18.7622149998,""
2015,"Andhra Pradesh","Srikakulam","Puliputti",6.2,0.22,4.69,128,525,140,11.34,0.98,0.54,18.94,0.74,52.1,0.37,83.8444999998,18.7624000003,"Red Soil"
2015,"Andhra Pradesh","Vizianagaram","D.Mulaga",6.48,0.42,10.11,64,1099,166,30.63,1.32,0.56,83.59,4.17,39.13,0.86,83.3253000003,18.7625000004,"Sandy L am"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",5.04,0.06,4.13,53,535,111,3.46,0.93,0.88,107.11,4.51,56.92,0.68,83.2878000004,18.7625000004,"Black"
2015,"Andhra Pradesh","Vizianagaram","Kavitibadra",6.41,0.09,2.65,40,1256,310,1.91,0.3,0.22,30.04,1.53,21.44,0.38,83.3549000001,18.7626999997,"Sandyl am"
2016,"Andhra Pradesh","Srikakulam","Gaduru",5.65,0.035,37.953,56.159,144.879,29.538,1.579,0.6,0.124,12.2,0.46,2.92,0.09,84.4905555558,18.7627777776,""
2015,"Andhra Pradesh","Vizianagaram","D kiseela",6.23,0.11,11.34,102,171,58,16.28,0.81,0.66,65.77,3.02,63.19,0.56,83.2964000004,18.7627999998,"Black"
2015,"Andhra Pradesh","Vizianagaram","Mulaga",6.42,0.16,7.43,217,3511,646,6.52,0.91,0.38,138.57,3.83,54.55,0.49,83.3155999999,18.7627999998,"Sandy L am"
2015,"Andhra Pradesh","Vizianagaram","D.Mulaga",6.56,0.06,2.32,64,1688,247,2.34,0.33,0.14,22.7,1.09,33.55,0.19,83.3302999997,18.7631000002,"Sandy L am"
2015,"Andhra Pradesh","Vizianagaram","D.Mulaga",4.81,0.03,2.12,35,217,43,1.15,0.26,0.23,26.29,0.55,23.32,0.21,83.3339000003,18.7631000002,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",5.24,0.04,1.72,101,443,94,4.25,0.49,0.45,26.44,0.66,60.14,0.4,83.2863999997,18.7631000002,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",6.42,0.25,8.2,212,1202,403,21.5,1.11,0.67,65.63,4.96,53.22,0.78,83.2831000004,18.7631000002,"Black"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",5.78,0.09,3.38,76,589,72,6.29,0.46,0.26,45.42,1.24,43.38,0.32,83.3065000003,18.7633999996,"Red"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",5.95,0.04,3.37,98,553,113,3.62,0.38,0.22,75.32,2.08,17.38,0.39,83.3003000003,18.7635999998,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",5.57,0.04,3.04,30,335,69,4.51,0.28,0.52,69.09,2,25.22,0.29,83.2871999997,18.7635999998,"Black"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",5.64,0.02,1.54,70,182,42,2.31,0.36,0.32,26.79,0.5,22.31,0.34,83.2880999998,18.7639000002,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","Kavitibadra",5.92,0.19,2.57,74,1240,260,6.4,0.19,0.57,33,1.76,33.31,0.53,83.3512999996,18.7639000002,"Red"
2015,"Andhra Pradesh","Vizianagaram","D.Mulaga",5.12,0.09,10.15,158,1598,366,4.95,0.64,0.23,135.31,2.88,8.51,0.44,83.3255999997,18.7641999996,"Sandy L am"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",7.62,0.29,4.55,96,1612,264,51.11,0.63,0.43,35.13,2.85,25.25,0.68,83.3052999998,18.7641999996,"Black"
2015,"Andhra Pradesh","Vizianagaram","Mulaga",5.44,0.13,7.96,370,2377,512,11.32,0.4,0.61,23.17,0.58,48.22,0.76,83.3160999996,18.7641999996,"Sandy L am"
2015,"Andhra Pradesh","Vizianagaram","Mulaga",6.2,0.13,8.34,199,4160,604,6.55,0.75,0.34,75.4,2.4,27.66,0.55,83.3206000003,18.7641999996,"Sandy L am"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",5.65,0.07,7.73,71,154,45,3.65,0.96,0.45,69.44,3.22,102.76,0.51,83.3021999998,18.7643999999,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","Kavitibadra",6.65,0.14,3.61,75,2047,337,5.93,0.51,0.73,40.97,3.27,24.75,0.62,83.3524,18.7645,"Sandyl am"
2016,"Andhra Pradesh","Srikakulam","Jarribadra",6.17,0.207,9.2,71.277,1259.627,217.73,13.747,0.7,0.484,1.5,56.12,33.72,1.01,84.3726550003,18.7645840003,""
2016,"Andhra Pradesh","Vizianagaram","Buduruwada",5.11,0.052,1.733,77.2,233.45,51.2,1.367,0.42,0.206,11.26,0.8,46.34,0.575,83.2542666663,18.7646333335,"?·Red sandy"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",5.36,0.02,1.65,64,83,29,2.62,0.26,0.37,12.92,0.32,19.26,0.2,83.2896999999,18.7647000002,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",5.03,0.04,2.54,55,427,61,2.31,0.47,0.54,90.98,3.58,9.18,0.49,83.2824999997,18.7647000002,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","Mulaga",6.45,2.25,7.26,113,2047,608,138.29,1.37,0.53,52.58,4.21,26.92,0.82,83.3232999998,18.7647000002,"L am"
2015,"Andhra Pradesh","Vizianagaram","Kavitibadra",6.7,0.19,4.74,57,1067,225,8.68,0.7,0.37,71.72,3.58,61.85,0.84,83.3465000004,18.7648000003,"Black"
2015,"Andhra Pradesh","Vizianagaram","Kavitibadra",8.12,0.24,30.47,190,3818,797,8.44,1.22,0.63,38.52,3.01,10.18,0.87,83.3536000004,18.7648000003,"Black"
2015,"Andhra Pradesh","Vizianagaram","Mulaga",4.9,0.11,10.07,116,348,68,4.88,0.9,0.18,73.72,1.16,53.98,0.43,83.3207999996,18.7649999997,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",5.13,0.03,2.74,46,378,66,2.13,0.62,0.56,105.15,3.05,83.12,0.48,83.2918999997,18.7653,"Black"
2016,"Andhra Pradesh","Srikakulam","Penkibhadra",5.12,0.056,2.361,95.1,171.65,49.35,1.634,1,0.322,10.86,0.4,6.5,0.205,84.4527777778,18.7655555558,""
2015,"Andhra Pradesh","Vizianagaram","Kavitibadra",6.65,0.09,3.45,17,598,107,3.09,0.43,0.31,56.61,1.7,10.51,0.32,83.3468999999,18.7656000003,"Sandyl am"
2015,"Andhra Pradesh","Vizianagaram","D kiseela",5,0.03,1.74,52,95,12,1.23,0.34,0.29,13.14,0.36,30.47,0.1,83.2800000004,18.7661,"Sandy"
2015,"Andhra Pradesh","Vizianagaram","Mulaga",5.96,0.12,6.17,67,886,256,5.42,0.81,0.33,59.55,2.51,23.37,0.48,83.3211,18.7661,"Sandy L am"
